9.00E-09,1.066
1.90E-08,1.332
2.90E-08,1.404
3.90E-08,1.249
4.90E-08,9.35E-01
5.90E-08,6.06E-01
6.90E-08,4.13E-01
7.90E-08,4.42E-01
8.90E-08,6.79E-01
9.90E-08,1.018
1.09E-07,1.304
1.19E-07,1.408
1.29E-07,1.283
1.39E-07,9.84E-01
1.49E-07,6.48E-01
1.59E-07,4.28E-01
1.69E-07,4.23E-01
1.79E-07,6.36E-01
1.89E-07,9.70E-01
1.99E-07,1.272
2.09E-07,1.407
2.19E-07,1.314
2.29E-07,1.033
2.39E-07,6.92E-01
2.49E-07,4.47E-01
2.59E-07,4.10E-01
2.69E-07,5.95E-01
2.79E-07,9.20E-01
2.89E-07,1.236
2.99E-07,1.402
3.09E-07,1.341
3.19E-07,1.081
3.29E-07,7.38E-01
3.39E-07,4.71E-01
3.49E-07,4.01E-01
3.59E-07,5.57E-01
3.69E-07,8.70E-01
3.79E-07,1.198
3.89E-07,1.391
3.99E-07,1.363
4.09E-07,1.127
4.19E-07,7.86E-01
4.29E-07,4.99E-01
4.39E-07,3.96E-01
4.49E-07,5.22E-01
4.59E-07,8.21E-01
4.69E-07,1.156
4.79E-07,1.376
4.89E-07,1.382
4.99E-07,1.17
5.09E-07,8.35E-01
5.19E-07,5.31E-01
5.29E-07,3.97E-01
5.39E-07,4.91E-01
5.49E-07,7.72E-01
5.59E-07,1.112
5.69E-07,1.356
5.79E-07,1.395
5.89E-07,1.211
5.99E-07,8.85E-01
6.09E-07,5.67E-01
6.19E-07,4.02E-01
6.29E-07,4.64E-01
6.39E-07,7.25E-01
6.49E-07,1.066
