9.00E-09,1.054
1.90E-08,1.268
2.90E-08,1.318
3.90E-08,1.288
4.90E-08,9.27E-01
5.90E-08,5.98E-01
6.90E-08,4.08E-01
7.90E-08,4.40E-01
8.90E-08,6.78E-01
9.90E-08,1.009
1.09E-07,1.252
1.19E-07,1.314
1.29E-07,1.309
1.39E-07,9.77E-01
1.49E-07,6.39E-01
1.59E-07,4.22E-01
1.69E-07,4.21E-01
1.79E-07,6.34E-01
1.89E-07,9.62E-01
1.99E-07,1.23
2.09E-07,1.308
2.19E-07,1.319
2.29E-07,1.028
2.39E-07,6.83E-01
2.49E-07,4.41E-01
2.59E-07,4.07E-01
2.69E-07,5.94E-01
2.79E-07,9.14E-01
2.89E-07,1.204
2.99E-07,1.302
3.09E-07,1.323
3.19E-07,1.08
3.29E-07,7.29E-01
3.39E-07,4.65E-01
3.49E-07,3.98E-01
3.59E-07,5.56E-01
3.69E-07,8.66E-01
3.79E-07,1.172
3.89E-07,1.296
3.99E-07,1.324
4.09E-07,1.137
4.19E-07,7.77E-01
4.29E-07,4.92E-01
4.39E-07,3.93E-01
4.49E-07,5.21E-01
4.59E-07,8.17E-01
4.69E-07,1.136
4.79E-07,1.289
4.89E-07,1.323
4.99E-07,1.199
5.09E-07,8.26E-01
5.19E-07,5.24E-01
5.29E-07,3.93E-01
5.39E-07,4.90E-01
5.49E-07,7.69E-01
5.59E-07,1.097
5.69E-07,1.28
5.79E-07,1.321
5.89E-07,1.251
5.99E-07,8.76E-01
6.09E-07,5.59E-01
6.19E-07,3.98E-01
6.29E-07,4.63E-01
6.39E-07,7.23E-01
6.49E-07,1.054
