9.00E-09,1.068
1.90E-08,1.329
2.90E-08,1.395
3.90E-08,1.236
4.90E-08,9.25E-01
5.90E-08,6.02E-01
6.90E-08,4.15E-01
7.90E-08,4.48E-01
8.90E-08,6.86E-01
9.90E-08,1.021
1.09E-07,1.302
1.19E-07,1.399
1.29E-07,1.27
1.39E-07,9.73E-01
1.49E-07,6.43E-01
1.59E-07,4.29E-01
1.69E-07,4.29E-01
1.79E-07,6.43E-01
1.89E-07,9.73E-01
1.99E-07,1.27
2.09E-07,1.399
2.19E-07,1.302
2.29E-07,1.022
2.39E-07,6.86E-01
2.49E-07,4.48E-01
2.59E-07,4.15E-01
2.69E-07,6.02E-01
2.79E-07,9.25E-01
2.89E-07,1.236
2.99E-07,1.395
3.09E-07,1.329
3.19E-07,1.068
3.29E-07,7.32E-01
3.39E-07,4.71E-01
3.49E-07,4.05E-01
3.59E-07,5.64E-01
3.69E-07,8.75E-01
3.79E-07,1.198
3.89E-07,1.385
3.99E-07,1.352
4.09E-07,1.114
4.19E-07,7.79E-01
4.29E-07,4.99E-01
4.39E-07,4.01E-01
4.49E-07,5.30E-01
4.59E-07,8.27E-01
4.69E-07,1.157
4.79E-07,1.371
4.89E-07,1.371
4.99E-07,1.157
5.09E-07,8.27E-01
5.19E-07,5.30E-01
5.29E-07,4.01E-01
5.39E-07,4.98E-01
5.49E-07,7.79E-01
5.59E-07,1.114
5.69E-07,1.352
5.79E-07,1.385
5.89E-07,1.198
5.99E-07,8.76E-01
6.09E-07,5.64E-01
6.19E-07,4.05E-01
6.29E-07,4.71E-01
6.39E-07,7.32E-01
6.49E-07,1.068
