9.00E-09,1.051
1.90E-08,1.313
2.90E-08,1.383
3.90E-08,1.228
4.90E-08,9.18E-01
5.90E-08,5.95E-01
6.90E-08,4.05E-01
7.90E-08,4.34E-01
8.90E-08,6.69E-01
9.90E-08,1.004
1.09E-07,1.286
1.19E-07,1.387
1.29E-07,1.262
1.39E-07,9.67E-01
1.49E-07,6.36E-01
1.59E-07,4.20E-01
1.69E-07,4.16E-01
1.79E-07,6.27E-01
1.89E-07,9.56E-01
1.99E-07,1.254
2.09E-07,1.387
2.19E-07,1.293
2.29E-07,1.015
2.39E-07,6.80E-01
2.49E-07,4.39E-01
2.59E-07,4.02E-01
2.69E-07,5.86E-01
2.79E-07,9.07E-01
2.89E-07,1.219
2.99E-07,1.381
3.09E-07,1.319
3.19E-07,1.062
3.29E-07,7.25E-01
3.39E-07,4.63E-01
3.49E-07,3.93E-01
3.59E-07,5.49E-01
3.69E-07,8.58E-01
3.79E-07,1.181
3.89E-07,1.371
3.99E-07,1.342
4.09E-07,1.107
4.19E-07,7.72E-01
4.29E-07,4.90E-01
4.39E-07,3.89E-01
4.49E-07,5.14E-01
4.59E-07,8.09E-01
4.69E-07,1.14
4.79E-07,1.356
4.89E-07,1.36
4.99E-07,1.15
5.09E-07,8.20E-01
5.19E-07,5.22E-01
5.29E-07,3.90E-01
5.39E-07,4.84E-01
5.49E-07,7.61E-01
5.59E-07,1.096
5.69E-07,1.337
5.79E-07,1.374
5.89E-07,1.19
5.99E-07,8.69E-01
6.09E-07,5.57E-01
6.19E-07,3.95E-01
6.29E-07,4.57E-01
6.39E-07,7.15E-01
6.49E-07,1.051
