9.00E-09,1.06
1.90E-08,1.325
2.90E-08,1.398
3.90E-08,1.244
4.90E-08,9.33E-01
5.90E-08,6.08E-01
6.90E-08,4.15E-01
7.90E-08,4.42E-01
8.90E-08,6.76E-01
9.90E-08,1.013
1.09E-07,1.297
1.19E-07,1.402
1.29E-07,1.278
1.39E-07,9.82E-01
1.49E-07,6.49E-01
1.59E-07,4.30E-01
1.69E-07,4.24E-01
1.79E-07,6.33E-01
1.89E-07,9.64E-01
1.99E-07,1.265
2.09E-07,1.401
2.19E-07,1.309
2.29E-07,1.03
2.39E-07,6.93E-01
2.49E-07,4.50E-01
2.59E-07,4.10E-01
2.69E-07,5.93E-01
2.79E-07,9.15E-01
2.89E-07,1.23
2.99E-07,1.395
3.09E-07,1.335
3.19E-07,1.077
3.29E-07,7.39E-01
3.39E-07,4.74E-01
3.49E-07,4.02E-01
3.59E-07,5.55E-01
3.69E-07,8.66E-01
3.79E-07,1.191
3.89E-07,1.384
3.99E-07,1.358
4.09E-07,1.122
4.19E-07,7.86E-01
4.29E-07,5.02E-01
4.39E-07,3.98E-01
4.49E-07,5.21E-01
4.59E-07,8.17E-01
4.69E-07,1.15
4.79E-07,1.369
4.89E-07,1.376
4.99E-07,1.166
5.09E-07,8.35E-01
5.19E-07,5.34E-01
5.29E-07,3.99E-01
5.39E-07,4.91E-01
5.49E-07,7.69E-01
5.59E-07,1.106
5.69E-07,1.349
5.79E-07,1.389
5.89E-07,1.206
5.99E-07,8.84E-01
6.09E-07,5.69E-01
6.19E-07,4.04E-01
6.29E-07,4.64E-01
6.39E-07,7.22E-01
6.49E-07,1.06
